UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA
MG,COMERCINHO,40922.234375,8637,4738.02001953
MG,CORDISLÂNDIA,34203.63671875,3743,9138.03027344
MG,SANTA HELENA DE MINAS,24735.28125,6126,4037.75
MG,LEOPOLDINA,510692.75,51545,9907.70996094
MG,MACHADO,624136,39509,15797.30957031
MG,COROACI,55665.796875,11131,5000.97021484
MG,RUBIM,50577.96484375,9855,5132.20996094
MG,PATROCÍNIO DO MURIAÉ,30995.88867188,5613,5522.16015625
MG,CONCEIÇÃO DO PARÁ,114920.3671875,4866,23617.00976562
MG,CAPITÃO ENÉAS,170824125,14830,11518.8203125
MG,NOVA SERRANA,619228.5625,67967,9110.71972656
MG,PEDRO LEOPOLDO,865962.75,59064,14661.4296875
MG,RIO ESPERA,28883.20703125,6728,4292.99023438
MG,GUARANI,78912.1640625,10049,7852.74023438
MG,AGUANIL,29883.59179688,4315,6925.50976562
MG,RIBEIRÃO DAS NEVES,1712842.5,349307,4903.54003906
MG,ITUTINGA,55648.8046875,4165,13361.05957031
MG,SABARÁ,1005070625,126195,7964.43017578
MG,SÃO GERALDO DO BAIXIO,21757.00390625,3461,6286.33007812
MG,LAGOA SANTA,672530.5,48213,13949.15039062
MG,SENADOR CORTES,14030.48046875,2082,6738.93994141
MG,NEPOMUCENO,233659.203125,25152,9289.88964844
MG,BRÁS PIRES,20628.4296875,4615,4469.87011719
MG,MONTE AZUL,94946.1875,22838,4157.37988281
MG,TUPACIGUARA,294354.84375,23841,12346.58007812
MG,SACRAMENTO,527058.9375,23112,22804.56054688
MG,JEQUITAÍ,44734.484375,8117,5511.20996094
MG,ÁGUAS FORMOSAS,92617.0078125,19310,4796.31982422
MG,POMPÉU,387824.65625,29929,12958.16015625
MG,VERÍSSIMO,77581.65625,3991,19439.15039062
MG,CACHOEIRA DA PRATA,29977.31835938,3936,7616.18994141
MG,SÃO GONÇALO DO PARÁ,77404.9296875,11246,6882.89013672
MG,CARAÍ,80639375,22392,3601.26000977
MG,RESPLENDOR,154419.015625,17608,8769.8203125
MG,SERITINGA,13994.18945312,1818,7697.56982422
MG,TAPARUBA,18789.33203125,3357,5597.06005859
MG,MACHACALIS,37748.45703125,7069,5340
MG,CONSOLAÇÃO,10992.83691406,1750,6281.62011719
MG,MUZAMBINHO,217759.796875,20426,10660.91015625
MG,CASCALHO RICO,33284.22265625,2938,11328.87011719
MG,LONTRA,29653.39257812,8332,3558.97998047
MG,ITAPECERICA,155813.703125,21200,7349.70019531
MG,RECREIO,59628.3125,10538,5658.41015625
MG,MANTENA,191780.390625,27580,6953.60009766
MG,WENCESLAU BRAZ,16090.56835938,2571,6258.49023438
MG,DORES DE CAMPOS,79840.859375,9821,8129.60986328
MG,MALACACHETA,88030.6015625,18181,4841.89990234
MG,RIO NOVO,54647.140625,9300,5876.04003906
MG,AÇUCENA,52611.05078125,11409,4611.35986328
MG,VÁRZEA DA PALMA,602603.0625,36314,16594.23046875
MG,NATÉRCIA,46966.2890625,4773,9839.99023438
MG,SÃO JOSÉ DA SAFIRA,18445.08789062,4069,4533.08007812
MG,SÃO FÉLIX DE MINAS,19402.95703125,3484,5569.16015625
MG,TAPIRAÍ,28785.10546875,1888,15246.34960938
MG,VARGEM GRANDE DO RIO PARDO,21605.60546875,4924,4387.81982422
MG,CAREAÇU,56834.83203125,6286,9041.49023438
MG,SÃO LOURENÇO,370494.4375,42688,8679.12011719
MG,CHAPADA GAÚCHA,72452.359375,11368,6373.35986328
MG,VERMELHO NOVO,25643.0078125,4698,5458.27978516
MG,SÃO JOÃO DO ORIENTE,47056.51171875,8128,5789.43017578
MG,GUAPÉ,110514.640625,13475,8201.45996094
MG,SARDOÁ,23739.77929688,5477,4334.45019531
MG,CAMPO AZUL,20342.54492188,4020,5060.33007812
MG,NOVA PORTEIRINHA,64863.109375,7597,8537.99023438
MG,JUIZ DE FORA,7423138,526706,14093.50976562
MG,BUENO BRANDÃO,95530.296875,11212,8520.36035156
MG,CARMO DO RIO CLARO,202915625,20070,10110.40039062
MG,VARZELÂNDIA,78314.7890625,19771,3961.09008789
MG,SILVIANÓPOLIS,61481.84765625,6261,9819.80957031
MG,MERCÊS,54027.89453125,10902,4955.77978516
MG,MORADA NOVA DE MINAS,76796.5234375,8750,8776.75
MG,NOVA BELÉM,27054.96875,3532,7659.95996094
MG,NAZARENO,90727.484375,8096,11206.45996094
MG,CORONEL XAVIER CHAVES,26762.91796875,3303,8102.60986328
MG,DESTERRO DO MELO,20436.48242188,3302,6189.12011719
MG,GUIMARÂNIA,77487.75,7322,10582.87011719
MG,CARANAÍBA,17252.89257812,3553,4855.87011719
MG,RODEIRO,83837.4140625,6589,12723.83984375
MG,PARAISÓPOLIS,275498.9375,18844,14619.98046875
MG,ROCHEDO DE MINAS,16518.8828125,2137,7729.93994141
MG,ENGENHEIRO NAVARRO,36794.828125,7315,5030.04980469
MG,RAUL SOARES,150141.8125,24606,6101.83984375
MG,PESCADOR,26321.71875,4197,6271.56005859
MG,CABECEIRA GRANDE,130424.5234375,6600,19761.2890625
MG,SENHORA DE OLIVEIRA,30052.00976562,5873,5116.97998047
MG,PRESIDENTE OLEGÁRIO,244568.890625,18989,12879.5
MG,HELIODORA,56588.3671875,6295,8989.41992188
MG,CORDISBURGO,64878.32421875,9465,6854.54980469
MG,GUANHÃES,258099.421875,30638,8424.16015625
MG,GOUVEIA,77429.0859375,11927,6491.91992188
MG,ITANHANDU,181915.40625,15253,11926.53027344
MG,NOVO CRUZEIRO,112729.171875,31319,3599.38989258
MG,PARÁ DE MINAS,1348007875,84264,15997.44042969
MG,SÃO TIAGO,69510375,10645,6529.85986328
MG,CRUZEIRO DA FORTALEZA,47836.796875,3897,12275.29003906
MG,INGAÍ,33600.8828125,2580,13023.59960938
MG,MUNHOZ,53477.828125,6419,8331.1796875
MG,SERRANOS,15636.30761719,2130,7340.99023438
MG,MONJOLOS,19219.6640625,2311,8316.59960938
MG,QUARTEL GERAL,37022.59375,3353,11041.62988281
MG,GOIABEIRA,18610.78320312,3239,5745.83984375
MG,JABOTICATUBAS,94075.4296875,16513,5697.04980469
MG,DIVINOLÂNDIA DE MINAS,31904875,7023,4542.91015625
MG,DELFIM MOREIRA,44194.08984375,8047,5492
MG,SÃO GONÇALO DO RIO PRETO,16782.6171875,3269,5133.87011719
MG,FREI GASPAR,35063.94140625,6649,5273.56982422
MG,MARILAC,25136.25195312,4394,5720.58984375
MG,FUNILÂNDIA,27009.6640625,3852,7011.85009766
MG,TRÊS CORAÇÕES,1344211.5,75776,17739.27929688
MG,ITAIPÉ,52865.796875,12072,4379.20996094
MG,MENDES PIMENTEL,36886.0078125,6684,5518.54980469
MG,SÃO JOÃO DO MANTENINHA,29055.21289062,5132,5661.58007812
MG,ARCOS,482077875,36455,13223.91992188
MG,IRAÍ DE MINAS,94414.4609375,6605,14294.38964844
MG,MESQUITA,27821.90820312,6641,4189.41992188
MG,SÃO JOSÉ DA VARGINHA,49623.1796875,4070,12192.4296875
MG,UNIÃO DE MINAS,90277.6328125,4735,19066.02929688
MG,PEDRA DOURADA,14989.85351562,2241,6688.91015625
MG,TAQUARAÇU DE MINAS,28968.6796875,3950,7333.83984375
MG,FERNANDES TOURINHO,18352.87109375,2713,6764.79003906
MG,ATALÉIA,84267.8125,15162,5557.83007812
MG,CAMPOS GERAIS,240981.671875,27964,8617.5703125
MG,PERDÕES,238754.328125,20228,11803.16015625
MG,CLÁUDIO,260494.40625,25938,10042.95996094
MG,PEDRALVA,80380.046875,11351,7081.31982422
MG,SÃO JOÃO DO PARAÍSO,97728.765625,22782,4289.74023438
MG,DELFINÓPOLIS,101209.5234375,6954,14554.13964844
MG,FRUTA DE LEITE,28000.19335938,6426,4357.33007812
MG,ITURAMA,561480.75,33231,16896.2890625
MG,CANTAGALO,20845.33789062,4132,5044.85009766
MG,BERTÓPOLIS,25044.66210938,4780,5239.47021484
MG,SÃO JOÃO DA MATA,25577.03710938,2981,8580.01953125
MG,COQUEIRAL,90365.3359375,9747,9271.08984375
MG,GUARARÁ,25999.40429688,4114,6319.74023438
MG,CÁSSIA,189470.96875,17587,10773.34960938
MG,MONSENHOR PAULO,91459.2890625,7582,12062.69042969
MG,CENTRALINA,97284.4921875,10557,9215.16015625
MG,SANTANA DE PIRAPAMA,58472.24609375,8820,6629.50976562
MG,BARRA LONGA,37351.96875,7050,5298.14990234
MG,FAMA,24727.68554688,2259,10946.29980469
MG,CARATINGA,684352375,85472,8006.74023438
MG,ERVÁLIA,114948.84375,18855,6096.45996094
MG,JEQUITINHONHA,117934.671875,25060,4706.08984375
MG,JORDÂNIA,45021.6328125,11337,3971.20996094
MG,ESPERA FELIZ,187388.671875,21612,8670.58007812
MG,ITUETA,43540.2421875,6074,7168.29980469
MG,CAETANÓPOLIS,78357.734375,10040,7804.56005859
MG,CARVALHÓPOLIS,26304.3515625,3380,7782.35009766
MG,ARAGUARI,1915200.25,111095,17239.30078125
MG,ARAÇAÍ,24059.359375,2524,9532.23046875
MG,JANAÚBA,510184.3125,68527,7445.00976562
MG,BAMBUÍ,255803.46875,22622,11307.73046875
MG,ÁGUA COMPRIDA,79914.15625,2164,36928.91015625
MG,ARAXÁ,1980481.75,92927,21312.23046875
MG,UNAÍ,1310654375,78125,16776.38085938
MG,UBERLÂNDIA,16165950,634345,25484.48046875
MG,CARMO DA CACHOEIRA,115186.890625,12061,9550.36035156
MG,PINGO-D'ÁGUA,20092.6015625,4201,4782.81005859
MG,IGUATAMA,223230.46875,7727,28889.66992188
MG,ALTO CAPARAÓ,47253.37890625,5312,8895.58984375
MG,CORONEL MURTA,38242.24609375,9423,4058.38989258
MG,CRISTINA,85793.3203125,11478,7474.58984375
MG,TEÓFILO OTONI,1154886.25,130517,8848.54980469
MG,SÃO SEBASTIÃO DA BELA VISTA,54842.71875,5193,10560.88964844
MG,ITAMBACURI,134253.15625,23386,5740.75
MG,ALVARENGA,22330.44921875,4545,4913.18994141
MG,MATIAS CARDOSO,87891.2890625,11037,7963.33007812
MG,OLIVEIRA FORTES,14545.58398438,1951,7455.45019531
MG,RIO PIRACICABA,118772.3828125,14846,8000.29980469
MG,URUANA DE MINAS,29089.09375,2747,10589.40039062
MG,ALFREDO VASCONCELOS,45348.81640625,6300,7198.22998047
MG,VARGEM BONITA,23029.76171875,2140,10761.5703125
MG,ITAGUARA,111868.46875,12956,8634.49023438
MG,MADRE DE DEUS DE MINAS,53308.85546875,5173,10305.20996094
MG,IBIRACI,362894.21875,11593,31302.86914062
MG,SANTA RITA DE CALDAS,101948.296875,9333,10923.41992188
MG,CARRANCAS,40828.19140625,4182,9762.83984375
MG,BELO ORIENTE,467006375,22555,20705.23046875
MG,CAMPANÁRIO,27105.78320312,3757,7214.74023438
MG,ÁGUA BOA,86572.0078125,16643,5201.70996094
MG,CORONEL PACHECO,21314.23242188,2427,8782.12988281
MG,IBIRITÉ,1070732,157438,6800.97998047
MG,ITAMARATI DE MINAS,37053.9765625,4232,8755.66992188
MG,ALBERTINA,21112.73632812,2976,7094.33007812
MG,RIO DO PRADO,26897.79492188,4412,6096.50976562
MG,IBITURUNA,28054.515625,2938,9548.84960938
MG,BOM SUCESSO,155607.109375,17805,8739.51953125
MG,CAPELA NOVA,24456.54101562,4661,5247.06005859
MG,ABAETÉ,239440.546875,23258,10294.98046875
MG,MATHIAS LOBATO,19697.57226562,3526,5586.37988281
MG,SERRANÓPOLIS DE MINAS,18955.78125,4787,3959.85009766
MG,RIO CASCA,108061.46875,14790,7306.39013672
MG,FORTALEZA DE MINAS,133684.859375,3986,33538.6015625
MG,JOSENÓPOLIS,19152.56445312,4636,4131.27001953
MG,SEM-PEIXE,16147.79492188,2993,5395.18994141
MG,ÁGUAS VERMELHAS,89496.1796875,13301,6728.52978516
MG,ITAMOGI,82634.859375,11218,7366.27001953
MG,TOMBOS,55267.80078125,8881,6223.14990234
MG,IPIAÇU,51452.1875,4374,11763.19042969
MG,LIMEIRA DO OESTE,130177.796875,6792,19166.33984375
MG,RIBEIRÃO VERMELHO,37746.41796875,3938,9585.16992188
MG,SETUBINHA,37165.37890625,11588,3207.22998047
MG,PONTE NOVA,687477875,57654,11924.20019531
MG,ITAPAGIPE,234536.9375,15043,15591.09960938
MG,ITAMONTE,262661.75,14611,17976.99023438
MG,SÃO PEDRO DO SUAÇUÍ,31461.02148438,5925,5309.87988281
MG,AMPARO DO SERRA,25285.09570312,5362,4715.60986328
MG,SENHORA DOS REMÉDIOS,48332.01171875,10588,4564.79003906
MG,MEDEIROS,51101.86328125,3398,15038.80957031
MG,GUARACIAMA,23972.3203125,4728,5070.29003906
MG,POÇO FUNDO,125487.59375,15916,7884.37011719
MG,TIMÓTEO,1693002375,79813,21212.109375
MG,ALTO RIO DOCE,65097.45703125,12778,5094.49023438
MG,MATERLÂNDIA,23538.46875,4772,4932.62011719
MG,OURO PRETO,2492686.75,69495,35868.578125
MG,SANTANA DO GARAMBÉU,13781.93164062,2205,6250.31005859
MG,RESENDE COSTA,66597.8359375,10941,6087
MG,AIMORÉS,251976.84375,24825,10150.12011719
MG,CAMPO FLORIDO,245850.359375,7105,34602.44140625
MG,CAMACHO,44854.86328125,3229,13891.25976562
MG,OLÍMPIO NORONHA,22509.8046875,2655,8478.26953125
MG,IPUIÚNA,110897.609375,9549,11613.53027344
MG,DIVISA ALEGRE,42667.08984375,6235,6843.16015625
MG,MONTEZUMA,29338.85351562,7677,3821.65991211
MG,SÃO JOÃO DA PONTE,109678.1484375,26983,4064.70996094
MG,JOSÉ RAYDAN,24955.75195312,4412,5656.33984375
MG,MARIPÁ DE MINAS,19717.74804688,2981,6614.47021484
MG,DIVISA NOVA,44721.078125,5828,7673.49023438
MG,OLIVEIRA,342731.84375,39214,8740.04003906
MG,ESTIVA,97946.8125,11426,8572.28027344
MG,BANDEIRA DO SUL,31063.99609375,5330,5828.14013672
MG,MARMELÓPOLIS,19299.72265625,3156,6115.25
MG,TARUMIRIM,75479.171875,14585,5175.12011719
MG,MAMONAS,25831.9375,6485,3983.34008789
MG,BALDIM,67873.515625,8582,7908.81982422
MG,SÃO JOAQUIM DE BICAS,308069.5,23986,12843.71972656
MG,ICARAÍ DE MINAS,44507.5625,10934,4070.57006836
MG,SANTANA DO JACARÉ,34777.21484375,4716,7374.29980469
MG,LAMIM,16759.16015625,3654,4586.52001953
MG,PERIQUITO,42513.58984375,7161,5936.81982422
MG,SÃO SEBASTIÃO DO MARANHÃO,43979.26953125,12099,3634.94995117
MG,PAI PEDRO,26079.7265625,6217,4194.91015625
MG,CAMPESTRE,193952.3125,20854,9300.48046875
MG,BERILO,55482.6015625,13717,4044.81005859
MG,JUVENÍLIA,28661.23828125,6321,4534.29003906
MG,MIRADOURO,148854.140625,10648,13979.54003906
MG,UBÁ,1088261375,99708,10914.48046875
MG,PAINS,127580.828125,8476,15052.00976562
MG,CARANGOLA,236816.796875,33182,7136.91015625
MG,CAMPOS ALTOS,186775.015625,13719,13614.33007812
MG,BOM JARDIM DE MINAS,45720.21484375,6657,6867.99023438
MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,26006.234375,2877,9039.36035156
MG,BONFINÓPOLIS DE MINAS,98593.671875,5869,16799.06054688
MG,ESMERALDAS,291246,59408,4902.47021484
MG,MANHUMIRIM,211587.421875,20934,10107.36035156
MG,CARNEIRINHO,168376.484375,9143,18415.890625
MG,SANTA MARIA DE ITABIRA,70246.2734375,10821,6491.66015625
MG,INCONFIDENTES,46791.9375,7692,6083.20019531
MG,PORTO FIRME,45180.23828125,10989,4111.41015625
MG,CÔNEGO MARINHO,25874.4921875,6440,4017.7800293
MG,JEQUITIBÁ,50035.23828125,5756,8692.70996094
MG,LAGOA DOURADA,93541875,12265,7626.72998047
MG,PIUMHI,486778.3125,32580,14941.01953125
MG,MONTE SANTO DE MINAS,229405,20536,11170.87011719
MG,ARAÇUAÍ,170642.765625,37388,4564.10986328
MG,CAMANDUCAIA,217757.765625,20160,10801.48046875
MG,INIMUTABA,42911.7265625,6713,6392.33007812
MG,SÃO JOSÉ DO MANTIMENTO,16619.5234375,2579,6444.16992188
MG,CONCEIÇÃO DA APARECIDA,112542.40625,10771,10448.65039062
MG,PRATA,428143.34375,26857,15941.58984375
MG,NAQUE,29156.40820312,6154,4737.79980469
MG,PADRE PARAÍSO,71393.78125,18891,3779.25
MG,VEREDINHA,23984.67578125,6045,3967.68994141
MG,SENADOR FIRMINO,38337.6640625,7361,5208.20996094
MG,PRESIDENTE KUBITSCHEK,13797.65917969,3085,4472.5
MG,MARTINS SOARES,59090.81640625,6715,8799.8203125
MG,SÃO JOSÉ DO JACURI,32980.9609375,7234,4559.16015625
MG,JOÃO MONLEVADE,1316052375,75320,17472.81054688
MG,DIOGO DE VASCONCELOS,19452.35351562,4066,4784.14990234
MG,CANAÃ,28926.7109375,4795,6032.68017578
MG,ROSÁRIO DA LIMEIRA,23792.85742188,4362,5454.58007812
MG,CONGONHAS,879759625,48723,18056.34960938
MG,UBAÍ,50889.91015625,12499,4071.52001953
MG,ITUMIRIM,38055.9140625,6667,5708.10009766
MG,TIROS,92011.21875,7626,12065.45996094
MG,CAPELINHA,206330.90625,34634,5957.47021484
MG,MONTE BELO,143298.65625,12852,11149.91015625
MG,VAZANTE,268169.0625,20042,13380.36035156
MG,VESPASIANO,1101311.25,101846,10813.5
MG,DORES DO INDAIÁ,117550.2890625,14366,8182.52978516
MG,PEDRINÓPOLIS,69273.6015625,3586,19317.7890625
MG,LUISLÂNDIA,29451.74609375,6727,4378.14013672
MG,TRÊS PONTAS,539718125,54149,9967.28027344
MG,SÃO BENTO ABADE,34052.71875,4715,7222.20996094
MG,IBIRACATU,25364.18359375,5936,4272.93994141
MG,CAPUTIRA,45615.8046875,9157,4981.52001953
MG,SALTO DA DIVISA,44903.0625,7157,6274.00976562
MG,BONITO DE MINAS,31324.53125,9315,3362.81005859
MG,BIAS FORTES,23784.84375,3881,6128.52978516
MG,GRÃO MOGOL,205323.984375,15177,13528.62988281
MG,INDAIABIRA,32595.18554688,7748,4206.91992188
MG,SÃO FRANCISCO,224811.046875,55141,4077.02001953
MG,BUGRE,21976.33789062,4095,5366.62988281
MG,ACAIACA,21347.22460938,4234,5041.85986328
MG,CRISÓLITA,35403.859375,5941,5959.24023438
MG,CHAPADA DO NORTE,50991.1015625,16025,3181.9699707
MG,JOAQUIM FELÍCIO,27933.33398438,4086,6836.35009766
MG,PRESIDENTE BERNARDES,24753.921875,5853,4229.27001953
MG,CURVELO,662872.6875,75051,8832.29980469
MG,TOLEDO,48271.5390625,6038,7994.62011719
MG,FORMOSO,113525.703125,6857,16556.1796875
MG,LAGOA GRANDE,113999.140625,9216,12369.70019531
MG,SÃO THOMÉ DAS LETRAS,48432.0078125,6943,6975.66015625
MG,TIRADENTES,64479.90625,6966,9256.37011719
MG,SENHORA DO PORTO,17524.14453125,3635,4820.95019531
MG,SERRO,112299.921875,21525,5217.18994141
MG,PERDIZES,429893.15625,14786,29074.33984375
MG,CATAGUASES,769552625,70507,10914.55957031
MG,MOEMA,45288.83984375,7041,6432.16015625
MG,PEDRAS DE MARIA DA CRUZ,51514.1640625,11877,4337.29980469
MG,POCRANE,54929.03515625,8790,6249.04003906
MG,PONTO CHIQUE,24598.26367188,4282,5744.56982422
MG,DONA EUSÉBIA,36815.05859375,5808,6338.68017578
MG,CONCEIÇÃO DAS PEDRAS,25393.54296875,2821,9001.61035156
MG,PARAOPEBA,236121.328125,23410,10086.33984375
MG,VARGEM ALEGRE,33510.38671875,6829,4907.06982422
MG,CACHOEIRA DOURADA,40279.03515625,2595,15521.79003906
MG,QUELUZITO,17999.01757812,1896,9493.15039062
MG,ENTRE FOLHAS,25430.3046875,5065,5020.79003906
MG,CÓRREGO NOVO,25320.98632812,3138,8069.14990234
MG,SÃO TOMÁS DE AQUINO,73356.8828125,7073,10371.40039062
MG,SÃO VICENTE DE MINAS,66454.578125,6525,10184.61035156
MG,SÃO JOÃO DA LAGOA,26698.18359375,4971,5370.79003906
MG,PINTÓPOLIS,33054.35546875,8183,4039.38989258
MG,OLHOS-D'ÁGUA,34833.42578125,5338,6525.56005859
MG,SANTO ANTÔNIO DO RIO ABAIXO,10686.73730469,1794,5956.93017578
MG,CRUCILÂNDIA,30083.95507812,4776,6298.99023438
MG,CONQUISTA,112857.84375,6922,16304.21972656
MG,PAPAGAIOS,129022.25,15384,8386.78027344
MG,ITAMARANDIBA,178886.46875,33581,5327.00976562
MG,LUMINÁRIAS,42973.390625,5527,7775.16992188
MG,CAETÉ,233092.5625,41043,5679.22998047
MG,RESSAQUINHA,86299.8359375,4732,18237.5
MG,SENADOR MODESTINO GONÇALVES,24275.17382812,5105,4755.18017578
MG,PRADOS,55671.82421875,8560,6503.72021484
MG,MATA VERDE,33237.796875,7802,4260.16015625
MG,SÃO GONÇALO DO RIO ABAIXO,575518.5625,9738,59100.28125
MG,ARCEBURGO,258312.09375,8253,31299.1796875
MG,PEDRO TEIXEIRA,11495.64648438,1680,6842.64990234
MG,SERRANIA,74084.8203125,7584,9768.5703125
MG,MARAVILHAS,72362625,7224,10016.96972656
MG,FARIA LEMOS,30319.06054688,3734,8119.72998047
MG,SANTO ANTÔNIO DO MONTE,219847.546875,25899,8488.65039062
MG,BORDA DA MATA,123114.453125,15507,7939.27978516
MG,SÃO JOSÉ DO GOIABAL,29155.28125,5743,5076.66015625
MG,ITAPEVA,97032.3515625,8073,12019.37011719
MG,ITAVERAVA,26352.10742188,5749,4583.77001953
MG,SANTO ANTÔNIO DO ITAMBÉ,21903.0703125,4651,4709.31982422
MG,DOM SILVÉRIO,35067.38671875,5475,6405
MG,VOLTA GRANDE,52225.57421875,5402,9667.8203125
MG,SÃO FRANCISCO DE PAULA,51690.03515625,6384,8096.81005859
MG,BONFIM,43645.4921875,6902,6323.60009766
MG,SÃO JOÃO DO PACUÍ,20219.13476562,4223,4787.85986328
MG,CRISTAIS,109473.796875,11269,9714.59960938
MG,LARANJAL,43400.2734375,6568,6607.83984375
MG,PIEDADE DE CARATINGA,39503.0390625,6937,5694.54003906
MG,PARAGUAÇU,208498.34375,20429,10206
MG,TAIOBEIRAS,160162.15625,31333,5111.60986328
MG,MIRAVÂNIA,19420.89257812,4998,3885.72998047
MG,JUATUBA,770444.5625,20978,36726.30859375
MG,ITINGA,58555.12109375,15252,3839.17993164
MG,PALMA,41938.515625,6212,6751.20996094
MG,COIMBRA,43221.16015625,7209,5995.43994141
MG,MARIANA,1444840125,54689,26419.2109375
MG,URUCÂNIA,91329.15625,10502,8696.36035156
MG,PEDRA DO ANTA,17767.02929688,3731,4762
MG,IJACI,231447125,6036,38344.44921875
MG,FREI LAGONEGRO,16006.06542969,3493,4582.33007812
MG,SANTA CRUZ DE MINAS,34635.61328125,7671,4515.14013672
MG,ESTRELA DALVA,19506.14453125,2536,7691.70019531
MG,ITAOBIM,142984.15625,21618,6614.12011719
MG,BUENÓPOLIS,56813.33984375,9627,5901.45996094
MG,SERRA DO SALITRE,177244.234375,10778,16445
MG,PEQUI,41105.6484375,4504,9126.48046875
MG,PASSOS,1185068125,107619,11011.70019531
MG,SANTA MARGARIDA,105679.0078125,14806,7137.58007812
MG,BOTELHOS,117536.1875,15289,7687.62988281
MG,VARGINHA,3046304,121785,25013.7890625
MG,SANTANA DOS MONTES,19299.37695312,4134,4668.45019531
MG,CARMO DO CAJURU,169706.671875,20031,8472.20019531
MG,VIRGINÓPOLIS,62167.61328125,11273,5514.74023438
MG,CORONEL FABRICIANO,724103.75,105037,6893.79980469
MG,ITAMBÉ DO MATO DENTRO,11206.33203125,2479,4520.50976562
MG,RIO PARDO DE MINAS,150917.34375,29947,5039.47998047
MG,RIO PARANAÍBA,361441.1875,10990,32888.19140625
MG,PARACATU,1226047.25,83560,14672.66015625
MG,SENADOR AMARAL,49120.94140625,5201,9444.51953125
MG,SÃO JOÃO DEL REI,822362,85503,9617.9296875
MG,PALMÓPOLIS,27005.71679688,6810,3965.60009766
MG,CAMBUQUIRA,97574.6875,12936,7542.87988281
MG,SANTANA DA VARGEM,83066.21875,7222,11501.83007812
MG,UBERABA,6489508.5,296261,21904.69921875
MG,SANTA FÉ DE MINAS,24721.9375,4129,5987.39013672
MG,CÓRREGO FUNDO,76349.15625,5939,12855.55957031
MG,REDUTO,42805.29296875,6663,6424.33007812
MG,CARMO DO PARANAÍBA,350128.65625,32059,10921.37988281
MG,ESPÍRITO SANTO DO DOURADO,37765.73046875,4471,8446.8203125
MG,JEQUERI,77701.3671875,13225,5875.33984375
MG,FLORESTAL,45382.26953125,6199,7320.89990234
MG,CARBONITA,62895.98828125,10783,5832.87988281
MG,OURO FINO,342506.3125,32639,10493.76953125
MG,CURRAL DE DENTRO,32442.68164062,7376,4398.41015625
MG,LAJINHA,159347.21875,17678,9013.87011719
MG,MIRAÍ,116036.1015625,13502,8593.99023438
MG,SIMÃO PEREIRA,20950.86914062,2594,8076.66015625
MG,SANTA BÁRBARA DO TUGÚRIO,28011.52929688,4574,6124.08007812
MG,PATROCÍNIO,1291521,86467,14936.58007812
MG,DESTERRO DE ENTRE RIOS,34978.38671875,7173,4876.39990234
MG,PIRAPORA,897816875,53708,16716.63085938
MG,PERDIGÃO,60268.73046875,7961,7570.5
MG,DIVINO DAS LARANJEIRAS,29345.26171875,5092,5763.00976562
MG,MONTE SIÃO,178911,20135,8885.5703125
MG,RITÁPOLIS,32851.6171875,5149,6380.18994141
MG,IPABA,59279.8671875,15422,3843.85009766
MG,MONTE ALEGRE DE MINAS,361592.75,19051,18980.25
MG,SÃO JOSÉ DO DIVINO,23774.8359375,3881,6125.95996094
MG,DESCOBERTO,33449.546875,5126,6525.47021484
MG,DIVINÉSIA,19550.94335938,3409,5735.10009766
MG,CRISTÁLIA,28999.57617188,5961,4864.87988281
MG,URUCUIA,67718.234375,12203,5549.31005859
MG,NANUQUE,362926,41329,8781.38964844
MG,NOVO ORIENTE DE MINAS,40001.7890625,10763,3716.60009766
MG,IGARATINGA,65943.7421875,9045,7290.62988281
MG,GUARDA-MOR,214778.015625,6778,31687.51953125
MG,DIVINÓPOLIS,2819794.25,216099,13048.62011719
MG,OLARIA,15796.69824219,2479,6372.20996094
MG,SANTANA DO DESERTO,20955.63671875,3977,5269.20996094
MG,BARROSO,212967875,20253,10515.37011719
MG,PIRANGA,74883.703125,17836,4198.45996094
MG,CONCEIÇÃO DE IPANEMA,25230.13671875,4549,5546.29980469
MG,ALAGOA,23611.453125,2926,8069.52978516
MG,LIBERDADE,38933.765625,5397,7213.95996094
MG,SANTANA DO RIACHO,23585.89648438,4405,5354.35009766
MG,CAPINÓPOLIS,217788.640625,16043,13575.30957031
MG,JANUÁRIA,334938.75,67516,4960.87988281
MG,FELÍCIO DOS SANTOS,24365.36523438,5865,4154.37011719
MG,CHALÉ,29614.703125,5598,5290.22998047
MG,TRÊS MARIAS,886700.8125,28042,31620.4609375
MG,FORTUNA DE MINAS,23232.98828125,2541,9143.25
MG,GRUPIARA,16615.0390625,1468,11318.15039062
MG,ARAPUÁ,42282.94140625,2778,15220.63964844
MG,ITACAMBIRA,27237.48242188,5303,5136.24023438
MG,MATUTINA,38726.0078125,3789,10220.63964844
MG,FRANCISCO BADARÓ,36256.87890625,10604,3419.16992188
MG,SÃO GOTARDO,373019.53125,32580,11449.33984375
