UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA
SC,CATANDUVAS,236723.953125,9119,25959.41992188
SC,SALTO VELOSO,144797.453125,4367,33157.19140625
SC,SÃO PEDRO DE ALCÂNTARA,39151.81640625,5183,7553.89013672
SC,ÁGUA DOCE,240090.234375,6959,34500.6796875
SC,PAIAL,20046.28125,1830,10954.25
SC,GUATAMBÚ,115245.6171875,4610,24999.05078125
SC,DIONÍSIO CERQUEIRA,256138.703125,15399,16633.4609375
SC,ARABUTÃ,51281.359375,4048,12668.3203125
SC,MARAVILHA,401694.09375,23099,17390.109375
SC,TREVISO,108180.34375,3692,29301.27929688
SC,URUBICI,126660.953125,10825,11700.78027344
SC,VIDEIRA,1441624,46585,30946.09960938
SC,SUL BRASIL,33459.80859375,3150,10622.16015625
SC,VARGEM,36022.16015625,3187,11302.83984375
SC,BRAÇO DO TROMBUDO,84426.15625,3419,24693.23046875
SC,ANCHIETA,86799.203125,6683,12988.05957031
SC,CORREIA PINTO,343976.8125,14842,23175.91015625
SC,CERRO NEGRO,29764.57421875,4045,7358.35986328
SC,JABORÁ,62235.21484375,4129,15072.70996094
SC,ANGELINA,63321.44921875,5396,11734.88964844
SC,SÃO CARLOS,146369.46875,10938,13381.74023438
SC,BOMBINHAS,178943.96875,13695,13066.37011719
SC,NOVO HORIZONTE,61519.921875,2954,20825.97070312
SC,ITÁ,187247.9375,6552,28578.75
SC,CAPIVARI DE BAIXO,254304.703125,21059,12075.8203125
SC,ARARANGUÁ,762710.1875,59537,12810.69042969
SC,IMBITUBA,946290.1875,38882,24337.49023438
SC,ITUPORANGA,410706.5,21496,19106.1796875
SC,LAURO MULLER,182674.4375,14173,12888.90039062
SC,ORLEANS,441775.65625,21731,20329.27929688
SC,POUSO REDONDO,237024.484375,14510,16335.25
SC,CALMON,41113.1015625,4265,9639.65039062
SC,SÃO LUDGERO,263178375,10951,24032.359375
SC,PAULO LOPES,84931.421875,7255,11706.61035156
SC,XANXERÊ,916734.4375,42174,21736.9609375
SC,AGRONÔMICA,80491.53125,4925,16343.45996094
SC,DESCANSO,135342.984375,8898,15210.5
SC,IPIRA,42986.97265625,4771,9010.04980469
SC,MORRO GRANDE,71876.84375,2775,25901.5703125
SC,PONTE ALTA DO NORTE,56893.35546875,3677,15472.75976562
SC,ITAIÓPOLIS,336894.96875,20551,16393.11914062
SC,VITOR MEIRELES,71268.7265625,5756,12381.63964844
SC,IMBUIA,90478.6875,5738,15768.33007812
SC,UNIÃO DO OESTE,37974.44140625,3084,12313.37011719
SC,JAGUARUNA,197815.75,16418,12048.70996094
SC,SEARA,578891.9375,17827,32472.75976562
SC,CORONEL MARTINS,32803.5703125,2583,12699.79980469
SC,MONDAÍ,267737.5,9515,28138.4609375
SC,XAVANTINA,80354.28125,4316,18617.76953125
SC,SANTO AMARO DA IMPERATRIZ,209857.84375,18436,11383.04980469
SC,BRAÇO DO NORTE,502818.3125,29317,17151.08007812
SC,MATOS COSTA,27616.203125,2826,9772.19042969
SC,FORMOSA DO SUL,33405.02734375,2683,12450.62011719
SC,CAMPO ALEGRE,169965.046875,11713,14510.79980469
SC,JOAÇABA,851195.8125,25322,33614.87109375
SC,ABELARDO LUZ,412689.84375,16899,24420.9609375
SC,TURVO,334084625,11427,29236.41992188
SC,ITAJAÍ,10870486,172081,63170.75
SC,SÃO DOMINGOS,201767.796875,9611,20993.41992188
SC,TREZE DE MAIO,86741.7734375,6791,12773.04980469
SC,IBICARÉ,46735.234375,3458,13515.11035156
SC,SERRA ALTA,44036.15625,3277,13437.95019531
SC,BALNEÁRIO BARRA DO SUL,84694.8515625,7791,10870.86035156
SC,PONTE ALTA,62066.015625,5228,11871.84960938
SC,PALMITOS,355737.84375,16596,21435.15039062
SC,CAPÃO ALTO,47479.2578125,3358,14139.15039062
SC,MAFRA,899691.5625,52933,16996.80078125
SC,PAPANDUVA,284224.75,17670,16085.16015625
SC,BOM RETIRO,116169.546875,8594,13517.51953125
SC,ALFREDO WAGNER,170042.234375,10274,16550.73046875
SC,BALNEÁRIO ARROIO DO SILVA,69070.9921875,8808,7841.85009766
SC,NOVA ERECHIM,60672.01171875,4381,13848.90039062
SC,RANCHO QUEIMADO,38830.9453125,2893,13422.37988281
SC,TUNÁPOLIS,65162.640625,4775,13646.62988281
SC,AURORA,87116.484375,5560,15668.4296875
SC,RIO DO CAMPO,92486.703125,6135,15075.25976562
SC,BRUNÓPOLIS,41448.7890625,2943,14083.86035156
SC,LACERDÓPOLIS,39482.30859375,2266,17423.7890625
SC,MAREMA,33027.140625,2275,14517.41992188
SC,RIO RUFINO,25421.84375,2518,10096.04980469
SC,ARAQUARI,328927.0625,23080,14251.61035156
SC,ARVOREDO,32409.2578125,2241,14461.95996094
SC,SÃO MIGUEL DA BOA VISTA,20000.97851562,2026,9872.15039062
SC,JOINVILLE,13345175,497331,26833.58984375
SC,SÃO JOÃO DO ITAPERIÚ,54840.57421875,3426,16007.16992188
SC,IOMERÊ,41796.70703125,2643,15814.12011719
SC,SÃO JOÃO DO OESTE,135608.1875,6269,21631.55078125
SC,IPORÃ DO OESTE,122880.65625,8405,14619.95019531
SC,CANOINHAS,870443.8125,54645,15929.0703125
SC,PONTE SERRADA,109785.2890625,11724,9364.15039062
SC,ANITA GARIBALDI,72505.25,9191,7888.72021484
SC,ARMAZÉM,88796.65625,7650,11607.41015625
SC,ROMELÂNDIA,62736.05078125,5760,10891.6796875
SC,SOMBRIO,341365.5,25553,13359.12011719
SC,SÃO LOURENÇO DO OESTE,515054.65625,23015,22379.08984375
SC,BANDEIRANTE,32892.89453125,3095,10627.75
SC,PRESIDENTE GETÚLIO,276782.78125,14392,19231.7109375
SC,LONTRAS,111316.9609375,9660,11523.5
SC,AGROLÂNDIA,139041.734375,9661,14392.05957031
SC,ENTRE RIOS,23694.78710938,3104,7633.62988281
SC,TIMBÉ DO SUL,64288.10546875,5260,12222.0703125
SC,SANTIAGO DO SUL,20742.1953125,1443,14374.36035156
SC,JACINTO MACHADO,181099.75,11051,16387.63085938
SC,ERVAL VELHO,55751.59375,4195,13290.00976562
SC,CHAPECÓ,4348897.5,174187,24966.83007812
SC,LEBON RÉGIS,126825.78125,12134,10452.09960938
SC,PALMEIRA,44152.43359375,2456,17977.38085938
SC,MACIEIRA,27063.52929688,1787,15144.66992188
SC,IMARUÍ,128429.40625,11677,10998.49023438
SC,SÃO MARTINHO,49147.94921875,3281,14979.55957031
SC,SAUDADES,138512.796875,8929,15512.69042969
SC,GOVERNADOR CELSO RAMOS,117229.25,12704,9227.74023438
SC,RIQUEZA,55484.09375,5126,10824.04980469
SC,NAVEGANTES,911398.5,57324,15899.0703125
SC,CANELINHA,101460,10168,9978.36035156
SC,RIO NEGRINHO,531999.8125,44633,11919.4296875
SC,DONA EMMA,46140.10546875,3583,12877.50976562
SC,ATALANTA,50381.9765625,3402,14809.51953125
SC,JUPIÁ,28970.68554688,2185,13258.88964844
SC,BALNEÁRIO GAIVOTA,63575.9375,7959,7987.93017578
SC,PINHALZINHO,397378125,15692,25323.609375
SC,ANTÔNIO CARLOS,255497.78125,7466,34221.51171875
SC,SANTA TEREZINHA,134408.484375,9363,14355.28027344
SC,RODEIO,133049.5625,11215,11863.54003906
SC,FRAIBURGO,505606.65625,36469,13864.00976562
SC,NOVA TRENTO,169361.8125,12025,14084.13964844
SC,MIRIM DOCE,62780.0703125,2583,24305.09960938
SC,SANTA HELENA,34116.1953125,2484,13734.37988281
SC,IRANI,106351.1875,9754,10903.33984375
SC,SÃO BERNARDINO,41336.984375,2633,15699.58007812
SC,SANTA ROSA DE LIMA,31747.20898438,2103,15096.15039062
SC,GARUVA,276213.59375,14281,19341.33007812
SC,BALNEÁRIO CAMBORIÚ,1712670375,102081,16777.56054688
SC,CURITIBANOS,541725.9375,39045,13874.40039062
SC,MARACAJÁ,120909.96875,6185,19548.90039062
SC,URUSSANGA,412457.40625,19936,20689.08007812
SC,CAMPOS NOVOS,792458.9375,29133,27201.41992188
SC,IPUAÇU,96428.328125,6881,14013.70996094
SC,TIJUCAS,546768125,29674,18425.83007812
SC,ZORTÉA,35851.91796875,3015,11891.1796875
SC,ÁGUAS DE CHAPECÓ,134774.40625,6354,21210.94921875
SC,GRAVATAL,121639.0234375,10793,11270.1796875
SC,PRESIDENTE CASTELLO BRANCO,22967.5390625,1779,12910.37011719
SC,SÃO FRANCISCO DO SUL,3321852.5,40030,82984.0703125
SC,CAÇADOR,1308290.75,70720,18499.58984375
SC,FORQUILHINHA,524505.75,21928,23919.44921875
SC,FLOR DO SERTÃO,18362.84179688,1700,10801.66992188
SC,BELMONTE,31234.45117188,2790,11195.13964844
SC,NOVA ITABERABA,61300.4765625,4222,14519.29980469
SC,ALTO BELA VISTA,29617.34765625,2071,14300.99023438
SC,LINDÓIA DO SUL,102623.84375,4662,22012.83984375
SC,MASSARANDUBA,258986.640625,14500,17861.15039062
SC,OURO,82298.9765625,7231,11381.41015625
SC,CAMPO BELO DO SUL,95864.1484375,8212,11673.66992188
SC,TANGARÁ,193337.234375,8611,22452.359375
SC,RIO DO OESTE,128651.7734375,7033,18292.58984375
SC,CAMPO ERÊ,187628.90625,9737,19269.6796875
SP,ITAPEVA,1120700,89768,12484.40039062
SP,ELISIÁRIO,52295.234375,3317,15765.8203125
SP,GUARUJÁ,3429098.5,308058,11131.33984375
SP,PEDRINHAS PAULISTA,75881.6875,2927,25924.73046875
SP,SÃO LUÍS DO PARAITINGA,82827.171875,10908,7593.25
SP,DIVINOLÂNDIA,158577.421875,11343,13980.20019531
SP,ARARAQUARA,4193535.25,200666,20898.08984375
SP,ITAPEVI,3638207.25,205881,17671.41015625
SP,BASTOS,322317.3125,21380,15075.65039062
SP,TRÊS FRONTEIRAS,49727.08984375,5163,9631.4296875
SP,AMÉRICO BRASILIENSE,578886875,33255,17407.50976562
SP,SERTÃOZINHO,4155643.5,110999,37438.5703125
SP,SABINO,71262.4765625,5420,13148.05957031
SP,CARAGUATATUBA,1147377.5,96125,11936.30957031
SP,SANTO EXPEDITO,27413.52148438,2956,9273.86035156
SP,PAULO DE FARIA,121381.28125,9463,12826.9296875
SP,SÃO JOÃO DO PAU D'ALHO,36372.3046875,2191,16600.77929688
SP,PAULICÉIA,73761.8125,5791,12737.3203125
SP,TREMEMBÉ,393278.46875,41159,9555.09960938
SP,LEME,1338844125,88995,15044.04003906
SP,NOVA EUROPA,113681.1171875,10092,11264.48046875
SP,SÃO JOÃO DAS DUAS PONTES,31190.76757812,2630,11859.61035156
SP,PROMISSÃO,771585.3125,37570,20537.26953125
SP,NOVAIS,37936.8671875,3974,9546.26953125
SP,SANTO ANASTÁCIO,225050.078125,21222,10604.5703125
SP,GUZOLÂNDIA,45986.609375,4917,9352.5703125
SP,PEREIRAS,143394.953125,8076,17755.68945312
SP,PIRAJU,347479.03125,29398,11819.8203125
SP,CUNHA,127499.703125,23735,5371.79980469
SP,VALINHOS,3042457,107481,28306.9296875
SP,FLORÍNIA,97524.5234375,2856,34147.23828125
SP,FERNANDÓPOLIS,978006125,63539,15392.21972656
SP,RIOLÂNDIA,100229.5703125,10542,9507.63964844
SP,MAUÁ,6574846.5,417458,15749.71972656
SP,VÁRZEA PAULISTA,1421194,107211,13256.04980469
SP,RIVERSUL,43661.6171875,6520,6696.56982422
SP,ALTO ALEGRE,38369.390625,4267,8992.12011719
SP,BRAGANÇA PAULISTA,2389078.25,145894,16375.44042969
SP,VARGEM GRANDE PAULISTA,632840.3125,44754,14140.41992188
SP,CÁSSIA DOS COQUEIROS,39400.171875,2737,14395.38964844
SP,RIBEIRÃO PRETO,14688064,563107,26083.97070312
SP,TIMBURI,29524.6484375,2548,11587.37988281
SP,VITÓRIA BRASIL,17446.89453125,1662,10497.53027344
SP,PRESIDENTE VENCESLAU,432351.59375,38439,11247.73046875
SP,VARGEM,60099.21484375,7098,8467.05957031
SP,ITARARÉ,550863.0625,51412,10714.6796875
SP,BURITIZAL,245243.796875,4096,59873.96875
SP,UBATUBA,843726.0625,81096,10404.04003906
SP,MACEDÔNIA,37272.37109375,3393,10985.08007812
SP,EMILIANÓPOLIS,31979.79492188,3184,10043.91015625
SP,HORTOLÂNDIA,4855737.5,205856,23588.02929688
SP,MIRACATU,169384.6875,23801,7116.70019531
SP,DOLCINÓPOLIS,21796.19726562,2272,9593.40039062
SP,LAVRINHAS,58571.69140625,7002,8364.99023438
SP,SANTOS,22546134,417098,54054.76171875
SP,ITAÍ,343309.71875,24093,14249.36035156
SP,IBATÉ,349127375,29714,11749.58984375
SP,PANORAMA,123048.6171875,14577,8441.29003906
SP,ÁGUAS DE SANTA BÁRBARA,101069.890625,5612,18009.59960938
SP,BARRA DO CHAPÉU,33205.44921875,5358,6197.35986328
SP,JANDIRA,1409889375,112130,12573.70019531
SP,SÃO JOSÉ DO BARREIRO,31528.9453125,4490,7022.04003906
SP,RIO GRANDE DA SERRA,421630.78125,41602,10134.87011719
SP,AREIÓPOLIS,88476.9921875,11157,7930.18017578
SP,MARINÓPOLIS,26659.51367188,2158,12353.80957031
SP,MOCOCA,1053969625,68718,15337.61035156
SP,BURI,246487.109375,18146,13583.54980469
SP,JOANÓPOLIS,133914.796875,11169,11989.86035156
SP,PRESIDENTE BERNARDES,147201.09375,15382,9569.70019531
SP,ANHUMAS,37064.9296875,3947,9390.66015625
SP,BRAÚNA,40781.84375,5043,8086.81982422
SP,SANTA CRUZ DA ESPERANÇA,31603.69140625,1733,18236.41015625
SP,OUROESTE,565069375,7598,74370.8125
SP,MONTE MOR,1123404.75,46641,24086.2109375
SP,SÃO BENTO DO SAPUCAÍ,91414.5625,10966,8336.1796875
SP,LIMEIRA,5752286,281583,20428.38085938
SP,SOCORRO,400702.0625,34447,11632.41992188
SP,RIO CLARO,4522812.5,191886,23570.31054688
SP,BOFETE,116283.296875,9375,12403.54980469
SP,PINHALZINHO,112249.3671875,12591,8915.04980469
SP,TUPÃ,926208.5,64098,14449.87988281
SP,CERQUEIRA CÉSAR,242703625,17337,13999.16992188
SP,CRUZEIRO,1022254625,79957,12785.05957031
SP,SANDOVALINA,224719375,3387,66347.6171875
SP,FARTURA,162512.703125,14969,10856.62011719
SP,PIRASSUNUNGA,1306196375,71470,18276.15039062
SP,LAVÍNIA,98269.296875,9445,10404.37011719
SP,PEDRA BELA,52908.13671875,6142,8614.15039062
SP,BOTUCATU,2317107.75,130348,17776.3203125
SP,GUARAREMA,429408.71875,26974,15919.36035156
SP,FLORA RICA,31833.52148438,2029,15689.26953125
SP,SANTO ANTÔNIO DE POSSE,314125.59375,21247,14784.46972656
SP,LUCIANÓPOLIS,27770.9140625,2443,11367.54980469
SP,SANTA BÁRBARA D'OESTE,3115531,189573,16434.47070312
SP,ITIRAPINA,170254.15625,14829,11481.16015625
SP,GUARAÇAÍ,96547.890625,8657,11152.58007812
SP,LUÍS ANTÔNIO,613366,11924,51439.62109375
SP,SÃO BERNARDO DO CAMPO,28935768,810979,35680.05078125
SP,SANTO ANTÔNIO DO ARACANGUÁ,191874.171875,7335,26158.72070312
SP,TIETÊ,785465.8125,36211,21691.359375
SP,AMPARO,1783702875,65928,27055.3203125
SP,PIRACAIA,241701.421875,22740,10628.91015625
SP,INDIANA,37543.671875,4751,7902.27001953
SP,SANTO ANDRÉ,14709603,673396,21843.91015625
SP,CONCHAS,207561.140625,16274,12754.16015625
SP,SALTO,2186612,109948,19887.68945312
SP,SAGRES,24909.50976562,2338,10654.20019531
SP,MATÃO,5187325,78222,66315.421875
SP,RUBINÉIA,32480.0859375,2611,12439.70996094
SP,FLÓRIDA PAULISTA,150708.21875,13761,10951.83984375
SP,SÃO JOSÉ DO RIO PRETO,7879047.5,419632,18776.08984375
SP,SÃO JOSÉ DO RIO PARDO,1017558.1875,53281,19097.9609375
SP,UBIRAJARA,45077.65625,4472,10079.98046875
SP,CAIUÁ,101315.828125,5447,18600.30078125
SP,IBITINGA,711619875,53148,13389.40039062
SP,RIFAINA,35500.32421875,3826,9278.70996094
SP,LOURDES,24232.84960938,2032,11925.62011719
SP,TORRINHA,89145.484375,9278,9608.26953125
SP,URUPÊS,157686.28125,12388,12728.95019531
SP,ALUMÍNIO,1693931125,16427,103118.7109375
SP,SANTA MARIA DA SERRA,72653.828125,5920,12272.61035156
SP,CAMPOS NOVOS PAULISTA,83582.3515625,5014,16669.7890625
SP,ORIENTE,53553.72265625,6382,8391.37011719
SP,ARUJÁ,1529719875,80922,18903.63085938
SP,COSMÓPOLIS,804188.75,59297,13562.04980469
SP,TAPIRAÍ,69275.9609375,7991,8669.25
SP,PAULÍNIA,7779836.5,84577,91985.25
SP,SANTA CRUZ DA CONCEIÇÃO,56048.78125,4154,13492.73046875
SP,OURINHOS,1470158625,104542,14062.84960938
SP,JUNQUEIRÓPOLIS,218303.9375,19976,10928.30957031
SP,TAQUARIVAÍ,92248.1015625,5541,16648.27929688
SP,GUARÁ,250581.265625,19168,13072.90039062
SP,ITANHAÉM,824090.75,87338,9435.65039062
SP,VALENTIM GENTIL,152630.0625,10082,15138.87011719
SP,ALAMBARI,64996.13671875,4391,14802.12988281
SP,TACIBA,258140.546875,5675,45487.3203125
SP,ENGENHEIRO COELHO,219832.53125,14300,15372.90039062
SP,PARANAPANEMA,291595.78125,17752,16426.08007812
SP,ITAPUÍ,211197.859375,12536,16847.31054688
SP,VISTA ALEGRE DO ALTO,144300.53125,6874,20992.22070312
SP,CORDEIRÓPOLIS,1366099.25,20720,65931.4296875
SP,ÁGUAS DE SÃO PEDRO,50880.55078125,2613,19472.08007812
SP,MONTE ALEGRE DO SUL,93054.9453125,7473,12452.15039062
SP,VOTUPORANGA,1138017,81279,14001.37011719
SP,PALMEIRA D'OESTE,108116.2265625,9706,11139.11035156
SP,PEDERNEIRAS,624309.8125,43245,14436.58007812
SP,COTIA,5427421.5,182045,29813.63085938
SP,ARARAS,2407399.25,114515,21022.5703125
SP,TAQUARITUBA,253338.09375,23060,10986.04003906
SP,SANTA CRUZ DAS PALMEIRAS,255420.546875,33583,7605.64990234
SP,NOVA INDEPENDÊNCIA,210455.484375,2742,76752.546875
SP,TARUMÃ,320347.21875,13386,23931.50976562
SP,GASTÃO VIDIGAL,37278.69921875,4118,9052.62011719
SP,MENDONÇA,48696.28515625,4217,11547.61035156
SP,PEDRO DE TOLEDO,70778.8984375,10254,6902.56005859
SP,SANTA ALBERTINA,56413.41796875,4992,11300.75976562
SP,ADAMANTINA,531913.5,34424,15451.8203125
SP,PLATINA,49894.515625,3407,14644.70996094
SP,IGUAPE,252515.78125,30675,8231.96972656
SP,COLÔMBIA,144238.203125,6345,22732.58007812
SP,REDENÇÃO DA SERRA,36065.66015625,4245,8496.03027344
SP,POMPÉIA,465391.53125,20168,23075.74023438
SP,CONCHAL,369008.0625,24485,15070.78027344
SP,ÁLVARES MACHADO,199326.484375,23779,8382.45996094
SP,SANTA ERNESTINA,43545.33984375,5618,7751.04003906
SP,SANTO ANTÔNIO DO JARDIM,78237.4609375,5785,13524.19042969
SP,MACAUBAL,84924.5390625,7672,11069.41015625
SP,VARGEM GRANDE DO SUL,435658.78125,39160,11125.09960938
SP,MARAPOAMA,81859.9609375,2780,29446.02929688
SP,TAUBATÉ,8324691,273426,30445.859375
SP,MOTUCA,68719.6796875,4691,14649.25976562
SP,SÃO SEBASTIÃO,3043796.25,73631,41338.51171875
SP,ORLÂNDIA,787616.25,37534,20984.08007812
SP,IRACEMÁPOLIS,520704.3125,19700,26431.68945312
SP,CAJATI,472912.3125,28936,16343.38964844
SP,SALMOURÃO,53295.08203125,4779,11151.9296875
SP,SANTO ANTÔNIO DO PINHAL,56594.77734375,6896,8206.90039062
SP,QUELUZ,78831.6953125,11197,7040.43017578
SP,TAPIRATIBA,161548.0625,12410,13017.5703125
SP,ORINDIÚVA,94819.8359375,5406,17539.74023438
SP,VERA CRUZ,95465.484375,9952,9592.58984375
SP,PILAR DO SUL,293537.84375,28455,10315.86035156
SP,TURIÚBA,39628.15625,2040,19425.5703125
SP,RIBEIRÃO PIRES,1631338625,112011,14564.08984375
SP,GUAPIAÇU,389872.96875,17938,21734.47070312
SP,BANANAL,88336.4296875,10822,8162.66992188
SP,MORUNGABA,232642.84375,13305,17485.36914062
SP,ALFREDO MARCONDES,38104.7421875,4055,9396.98046875
SP,SERRA AZUL,73476.2578125,10121,7259.77978516
SP,PALESTINA,137605.546875,11354,12119.5703125
SP,NANTES,86357.6171875,2662,32440.88085938
SP,CAMPOS DO JORDÃO,546444.5625,46505,11750.23046875
SP,UNIÃO PAULISTA,35924.9140625,1522,23603.75
SP,IPUÃ,204742.140625,15883,12890.65039062
SP,COSMORAMA,86788875,7033,12340.24023438
SP,MIRASSOLÂNDIA,34264.3203125,4396,7794.43017578
SP,SÃO MIGUEL ARCANJO,371031375,31329,11843.0703125
SP,BOCAINA,175754.640625,11028,15937.12988281
SP,ATIBAIA,2625614.75,126757,20713.76953125
SP,BORACÉIA,89564.65625,4439,20176.76953125
SP,PRAIA GRANDE,2780735.25,249551,11142.95019531
SP,JARDINÓPOLIS,487728.96875,37471,13016.16992188
SP,ESTRELA D'OESTE,428017,9042,47336.5390625
SP,RUBIÁCEA,57313.17578125,2661,21538.2109375
SP,VALPARAÍSO,327024.03125,22514,14525.36035156
SP,AGUDOS,753584625,36188,20824.16015625
SP,TUPI PAULISTA,151365.1875,14389,10519.50976562
SP,CAIABU,32694.49609375,4131,7914.43017578
SP,ITATINGA,226146.0625,19085,11849.41015625
SP,RIBEIRÃO GRANDE,82653.4609375,6992,11821.15039062
SP,ECHAPORÃ,75944.7265625,6239,12172.58007812
SP,IBIRÁ,110655.296875,11141,9932.25976562
SP,ITUPEVA,1736231125,42458,40892.91015625
SP,PENÁPOLIS,890737.9375,59597,14946.01953125
SP,JOÃO RAMALHO,51556.1796875,4344,11868.37011719
SP,CUBATÃO,5786553,129582,44655.53125
SP,PERUÍBE,614539.25,57686,10653.1796875
SP,NATIVIDADE DA SERRA,45157.06640625,7674,5884.41992188
SP,RIBEIRÃO DO SUL,56512.4609375,4663,12119.33007812
SP,NOVA GUATAPORANGA,15150.56835938,2184,6937.06982422
SP,ARAÇOIABA DA SERRA,259788.671875,26626,9756.95019531
SP,VIRADOURO,150425.203125,18110,8306.20019531
SP,LOUVEIRA,5815328.5,33251,174891.84375
SP,ARAÇARIGUAMA,1460157.5,13208,110550.9921875
SP,SÃO MANUEL,784365.25,39696,19759.30078125
SP,SÃO VICENTE,2898355.75,330795,8761.79003906
SP,ANGATUBA,370607.09375,23225,15957.25
SP,RAFARD,116352.2265625,8364,13911.08007812
SP,BOA ESPERANÇA DO SUL,147362.53125,13953,10561.34960938
SP,CAJURU,257855.21875,24313,10605.65039062
SP,ITAPIRA,1529548.5,72657,21051.63085938
SP,IPERÓ,353688,27526,12849.23046875
SP,SÃO JOSÉ DA BELA VISTA,121228.2890625,8513,14240.37011719
SP,GENERAL SALGADO,152542.734375,10934,13951.23046875
SP,SANTANA DA PONTE PENSA,19317.39648438,1616,11953.83007812
SP,APARECIDA,392993.75,37629,10443.91015625
SP,CORUMBATAÍ,90408.453125,4138,21848.34960938
SP,SÃO CARLOS,4523692.5,220463,20519.06054688
SP,AVARÉ,1068860,84416,12661.8203125
SP,ITAPURA,61968.03515625,3941,15723.94042969
SP,BARÃO DE ANTONINA,24476.94921875,2835,8633.83984375
SP,SUMARÉ,6901888,241077,28629.390625
SP,FERNÃO,15919.24707031,1521,10466.29980469
SP,PIEDADE,540496875,49508,10917.36035156
SP,ASPÁSIA,18543.80664062,1826,10155.4296875
SP,LUIZIÂNIA,49629.58984375,5138,9659.3203125
SP,NHANDEARA,149794.8125,10771,13907.23046875
SP,RANCHARIA,717951.9375,29149,24630.41015625
SP,DOURADO,99709.078125,9131,10919.83984375
SP,NOVA ALIANÇA,78971.359375,5140,15364.08007812
SP,JUMIRIM,49320.47265625,2290,21537.3203125
SP,PARAIBUNA,156873.703125,16833,9319.41015625
SP,MONTE AZUL PAULISTA,238555.140625,19741,12084.25
SP,COLINA,401904125,17745,22648.86914062
SP,IGARAPAVA,544058.1875,28230,19272.33984375
SP,MAGDA,38062.2890625,3160,12045.03027344
SP,BREJO ALEGRE,98921.7265625,2573,38446.0703125
SP,MONTE ALTO,884692.25,45895,19276.43945312
SP,LARANJAL PAULISTA,411011.4375,26296,15630.19042969
SP,BARRA BONITA,720004875,36214,19881.94921875
SP,JABORANDI,74203.8203125,6715,11050.45996094
SP,INDIAPORÃ,44271.6015625,3949,11210.83984375
SP,PATROCÍNIO PAULISTA,281122375,12943,21720.02929688
SP,AURIFLAMA,177045.75,14366,12323.94042969
SP,DUARTINA,125832.2890625,12796,9833.71972656
SP,SETE BARRAS,111997.5,13148,8518.21972656
SP,JUQUITIBA,222970.78125,29335,7600.83984375
SP,SANTA ROSA DE VITERBO,425776.84375,24049,17704.56054688
SP,NOVO HORIZONTE,781307.5,36271,21540.83007812
SP,TARABAI,48350.54296875,6464,7479.97021484
SP,MESÓPOLIS,37263.28515625,1767,21088.44921875
SP,NAZARÉ PAULISTA,159750.53125,15232,10487.8203125
SP,AREIAS,38425.24609375,3690,10413.34960938
SP,TAQUARAL,39134.96484375,2974,13159.03027344
SP,MONTE CASTELO,51065.82421875,4131,12361.61035156
SP,BERNARDINO DE CAMPOS,125400.96875,10776,11637.05957031
SP,ARAMINA,72294.453125,5308,13619.91015625
SP,COROADOS,74791.921875,5250,14246.08007812
SP,MIGUELÓPOLIS,271257.3125,21095,12858.83984375
SP,MANDURI,81982.7109375,9123,8986.37988281
SP,FRANCA,4220313,330938,12752.58007812
SP,SÃO JOSÉ DOS CAMPOS,22018042,615871,35751.05859375
SP,ALTINÓPOLIS,231399.84375,15554,14877.19042969
SP,RINCÃO,84087.890625,10846,7752.89013672
SP,NARANDIBA,241628.390625,4167,57986.171875
SP,CESÁRIO LANGE,180082.515625,14979,12022.33007812
SP,SÃO CAETANO DO SUL,8920202,152093,58649.6484375
SP,SALES OLIVEIRA,156003.6875,8021,19449.41015625
SP,SÃO ROQUE,1172098.75,67715,17309.2890625
SP,PARDINHO,121979.5078125,5337,22855.43945312
SP,PRESIDENTE PRUDENTE,3621430.5,207725,17433.76953125
SP,GLICÉRIO,50640.265625,4547,11137.0703125
SP,CEDRAL,102839.703125,8258,12453.33984375
SP,PRACINHA,17830.34375,3271,5451.04003906
SP,PIQUEROBI,37168.44140625,3781,9830.3203125
SP,QUEIROZ,192180.890625,2875,66845.53125
SP,PONGAÍ,42167.82421875,3510,12013.62011719
SP,CACHOEIRA PAULISTA,347404.46875,34666,10021.48046875
SP,ARIRANHA,757754875,8876,85371.2109375
SP,MACATUBA,680519.0625,16939,40174.69140625
SP,PIRATININGA,100781.7109375,11989,8406.1796875
SP,JUNDIAÍ,16585137,349929,47395.71875
SP,APIAÍ,263348.40625,25700,10247.01953125
SP,SERRANA,702956125,39574,17763.08007812
SP,SANTA RITA DO PASSA QUATRO,355026.28125,27557,12883.33984375
SP,UCHOA,132471.234375,9818,13492.69042969
SP,TANABI,296017.5625,24591,12037.63964844
SP,MARIÁPOLIS,31623.21289062,3896,8116.83984375
SP,SERRA NEGRA,314408.0625,25912,12133.69042969
SP,MIRASSOL,773413.0625,54920,14082.54003906
SP,RIBEIRÃO CORRENTE,87870625,4216,20842.1796875
SP,PITANGUEIRAS,438054.46875,35441,12360.09960938
SP,SUZANO,5559876.5,284356,19552.51953125
SP,CERQUILHO,3092352.25,38199,80953.75
SP,AVANHANDAVA,119166.8828125,12112,9838.74023438
SP,CANITAR,35199875,4743,7421.43994141
SP,SÃO SEBASTIÃO DA GRAMA,152929.140625,12990,11772.83984375
SP,JACUPIRANGA,172416.0625,16322,10563.41992188
